text,comment_id,annotator_id,vote_distributions,sentiment,respect,insult,humiliate,status,dehumanize,violence,genocide,attack_defend,hatespeech
wish my lil bitch mouth was wrapped around kimishita's cock rn (tweeting cock 4 gage),20138,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
You could use some better hip movement to rub your slut pussy on the cock,4562,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {""2"": 1, ""4"": 1}, ""insult"": {""2"": 1, ""4"": 1}, ""humiliate"": {""2"": 1, ""4"": 1}, ""status"": {""2"": 1, ""4"": 1}, ""dehumanize"": {""2"": 1, ""3"": 1}, ""violence"": {""0"": 1, ""1"": 1}, ""genocide"": {""0"": 2}, ""attack_defend"": {""2"": 1, ""4"": 1}, ""hatespeech"": {""0"": 4, ""1"": 1}}",4,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,0
Bitch fuk u,25785,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 4, ""1"": 1}}",4,,,,,,,,,0
What a dumb hoe,2692,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 3}, ""insult"": {""4"": 3}, ""humiliate"": {""3"": 3}, ""status"": {""4"": 3}, ""dehumanize"": {""1"": 1, ""3"": 1, ""2"": 1}, ""violence"": {""0"": 3}, ""genocide"": {""0"": 3}, ""attack_defend"": {""4"": 3}, ""hatespeech"": {""1"": 3, ""0"": 2}}",4,4.0,4.0,3.0,4.0,2.0,0.0,0.0,4.0,1
@SvennieNicole @Slaynite @adeliaofficial_ @OmarKelly She's at fault for screwing 2 different guys and stirring up the instinctual biological response of jealousy. Wake up!,38512,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {""3"": 1}, ""insult"": {""3"": 1}, ""humiliate"": {""3"": 1}, ""status"": {""3"": 1}, ""dehumanize"": {""2"": 1}, ""violence"": {""0"": 1}, ""genocide"": {""0"": 1}, ""attack_defend"": {""3"": 1}, ""hatespeech"": {""0"": 5}}",4,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,0
Some of us are just legit guys who were raised well and know how to treat ladies . No hidden agendas,28256,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""1"": 5}, ""respect"": {""2"": 2, ""1"": 1}, ""insult"": {""0"": 2, ""1"": 1}, ""humiliate"": {""0"": 3}, ""status"": {""2"": 3}, ""dehumanize"": {""0"": 3}, ""violence"": {""0"": 3}, ""genocide"": {""0"": 3}, ""attack_defend"": {""2"": 2, ""1"": 1}, ""hatespeech"": {""0"": 5}}",1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
@HeenaShirodkar @shakira97981861 @MajorPoonia And Then your country does not play just Of Pakistan .The had showed their real face and Instead the beat sportmanship in that match Now They have reap what they sow before.,29144,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""3"": 2, ""4"": 3}, ""respect"": {""3"": 2}, ""insult"": {""3"": 2}, ""humiliate"": {""2"": 2}, ""status"": {""3"": 2}, ""dehumanize"": {""0"": 1, ""1"": 1}, ""violence"": {""0"": 2}, ""genocide"": {""0"": 2}, ""attack_defend"": {""4"": 1, ""3"": 1}, ""hatespeech"": {""0"": 5}}",4,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,0
"I would facefuck her first, then pull that skirt up and fuck that pussy until she begs for my cum like a little slut",11495,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
>These hoes aint loyal 1961 Colourised.,17766,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 1, ""1"": 2, ""3"": 2}, ""respect"": {""4"": 1}, ""insult"": {""4"": 1}, ""humiliate"": {""3"": 1}, ""status"": {""3"": 1}, ""dehumanize"": {""3"": 1}, ""violence"": {""0"": 1}, ""genocide"": {""0"": 1}, ""attack_defend"": {""4"": 1}, ""hatespeech"": {""0"": 4, ""1"": 1}}",2,4.0,4.0,3.0,3.0,3.0,0.0,0.0,4.0,0
"And I thought I was going to hell for punching those orphans. They had it coming though. Thank god, now I know I'm going to heaven",11055,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""3"": 3, ""1"": 1, ""2"": 1}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",3,,,,,,,,,0
@BeauStead @roddreher Do you have any limiting principles on immigration?,31609,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""2"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",2,,,,,,,,,0
@robertjeffress @realDonaldTrump These are not the words of a true man of God. Jesus was kind to the poor and less fortunate. Jesus wouldn't want this hate being preached. He wouldn't want murder. #EnoughIsEnoughStopTheHate it's time for false men of God to resign.,38265,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 4, ""3"": 1}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
She needs a real dick to stretch her out,15023,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {""2"": 1}, ""insult"": {""2"": 1}, ""humiliate"": {""2"": 1}, ""status"": {""2"": 1}, ""dehumanize"": {""2"": 1}, ""violence"": {""0"": 1}, ""genocide"": {""0"": 1}, ""attack_defend"": {""2"": 1}, ""hatespeech"": {""0"": 5}}",4,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0
"@HayleyKiyoko i came out to my mum, dad, uncle, auntie and nan",23275,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""1"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",1,,,,,,,,,0
"Wow, what a fucking disgusting cunt.",8565,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 3, ""1"": 2}}",4,,,,,,,,,0
Look forward to see the slut get that pussy ruined forever for her husband.,15755,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 3}, ""insult"": {""4"": 3}, ""humiliate"": {""4"": 3}, ""status"": {""4"": 3}, ""dehumanize"": {""3"": 3}, ""violence"": {""3"": 3}, ""genocide"": {""0"": 3}, ""attack_defend"": {""4"": 3}, ""hatespeech"": {""1"": 1, ""2"": 4}}",4,4.0,4.0,4.0,4.0,3.0,3.0,0.0,4.0,2
You have a beautiful pussy and you're so sexy I would fuck you all day everyday,17550,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
Why are you such degenerate fucks?,401,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 3, ""1"": 2}}",4,,,,,,,,,0
So basically Iran's affiliates use American Made machinery to step on American flags? Wow. Just Wow! @ScheyChris @Smiity646 @305local @sicat222 @Herald_Reports URL,23414,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
"President @MBuhari and his administration respect and uphold the right of every Nigerian to peaceful protest and civil campaign—whether to raise awareness on issues, and even oppose the Govt. It is the inalienable right of ALL citizens of the Federal Republic of Nigeria to do so.",37285,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""1"": 5}, ""respect"": {""0"": 1, ""2"": 1}, ""insult"": {""0"": 1, ""2"": 1}, ""humiliate"": {""0"": 1, ""2"": 1}, ""status"": {""2"": 2}, ""dehumanize"": {""0"": 1, ""2"": 1}, ""violence"": {""0"": 1, ""2"": 1}, ""genocide"": {""0"": 1, ""2"": 1}, ""attack_defend"": {""2"": 2}, ""hatespeech"": {""0"": 5}}",1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0
She should be knocked down and broken.,1482,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
@TheibbyV1 Nah fuck that hoe,29194,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
the shit you bitches will do behind attention and dick disgust me,27825,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 2}, ""insult"": {""4"": 2}, ""humiliate"": {""4"": 1, ""3"": 1}, ""status"": {""4"": 1, ""3"": 1}, ""dehumanize"": {""2"": 2}, ""violence"": {""0"": 2}, ""genocide"": {""0"": 2}, ""attack_defend"": {""4"": 2}, ""hatespeech"": {""2"": 1, ""1"": 1, ""0"": 3}}",4,4.0,4.0,3.0,3.0,2.0,0.0,0.0,4.0,0
wrixst hOeS mAd,48880,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""3"": 4, ""4"": 1}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""1"": 4, ""0"": 1}}",3,,,,,,,,,1
"#EU will pay heavy price for not only ignoring but also profiting from gross #humanrights abuses by its trade partner, the armed thugs #IRGC in Iran. Just wait for your karma!! #SaveArash #FreeArash #FreeNarges #FreeNazanin #Taheri_Movement #Iran #UK #Khamenei #Mogherini #Germany URL",35131,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
The US-led peace process has *always* been mostly sticks for the Palestinians and mostly carrots for Israel. These guys are just the most extreme manifestation. URL,26971,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""3"": 5}, ""respect"": {""2"": 4}, ""insult"": {""2"": 4}, ""humiliate"": {""2"": 4}, ""status"": {""2"": 4}, ""dehumanize"": {""0"": 2, ""2"": 2}, ""violence"": {""0"": 4}, ""genocide"": {""0"": 4}, ""attack_defend"": {""2"": 4}, ""hatespeech"": {""0"": 5}}",3,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0
White supremacists are cowardly pussies URL,21822,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
plug your ass and keep it plugged!! Fuck your pussy... unplug your ass fill it with cum and plug it again... repeat and then send you back with all that cum inside your ass!!,9700,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
Thank you. It is frustrating when people use religion to judge others.,44367,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""3"": 5}, ""respect"": {""2"": 4}, ""insult"": {""0"": 1, ""2"": 3}, ""humiliate"": {""0"": 1, ""2"": 3}, ""status"": {""2"": 4}, ""dehumanize"": {""0"": 1, ""2"": 3}, ""violence"": {""0"": 4}, ""genocide"": {""0"": 4}, ""attack_defend"": {""2"": 4}, ""hatespeech"": {""0"": 5}}",3,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0
?? AIDS Means your desperate ass payed for a hooker and couldn't get his five fucking braincells to work and you forgot a condom,11451,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 2}, ""insult"": {""4"": 2}, ""humiliate"": {""4"": 2}, ""status"": {""4"": 2}, ""dehumanize"": {""3"": 2}, ""violence"": {""0"": 2}, ""genocide"": {""0"": 2}, ""attack_defend"": {""4"": 2}, ""hatespeech"": {""0"": 3, ""1"": 2}}",4,4.0,4.0,4.0,4.0,3.0,0.0,0.0,4.0,0
I'm bi and came out to everyone the same way lmao.,4470,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""1"": 5}, ""respect"": {""0"": 3, ""2"": 1}, ""insult"": {""0"": 4}, ""humiliate"": {""0"": 4}, ""status"": {""2"": 4}, ""dehumanize"": {""0"": 4}, ""violence"": {""0"": 4}, ""genocide"": {""0"": 4}, ""attack_defend"": {""1"": 2, ""2"": 2}, ""hatespeech"": {""0"": 5}}",1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0
THE ULTIMATE CUCKOLD QUEEN - I FILL MY SLAVE'S STOMACH FULL OF THICK CUM : GANGBANG AND MULTIPLE CUM LOADS EATING CUCKOLD HUMILIATION URL #CUCKOLDING #Clips4Sale URL,20179,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
"Lol, the west bullying Pakistan? What else is new?",8871,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""3"": 5}, ""respect"": {""2"": 2}, ""insult"": {""2"": 2}, ""humiliate"": {""2"": 2}, ""status"": {""2"": 2}, ""dehumanize"": {""2"": 1, ""0"": 1}, ""violence"": {""0"": 2}, ""genocide"": {""0"": 2}, ""attack_defend"": {""2"": 2}, ""hatespeech"": {""0"": 5}}",3,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0
"@SecPompeo @USEmbassyFSM The Most Powerful Opposition In Iran Is Restart Opposition, The Globalist Media Censored Restart Opposition, If You Support Regime Change In Iran Give To The Restart Opposition And Our Leader Seyed Mohammad Hosseini Media #RestartMIGA #MAGA #Media4RestartLeader #Israel #qanon",38134,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 3, ""3"": 2}, ""respect"": {""2"": 4}, ""insult"": {""0"": 4}, ""humiliate"": {""0"": 4}, ""status"": {""2"": 4}, ""dehumanize"": {""0"": 4}, ""violence"": {""0"": 4}, ""genocide"": {""0"": 4}, ""attack_defend"": {""2"": 4}, ""hatespeech"": {""0"": 4, ""1"": 1}}",4,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
Be my shitposting gf,9625,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""1"": 3, ""2"": 2}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",1,,,,,,,,,0
I wish people should have to be granted a license in order to procreate,4287,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""3"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",3,,,,,,,,,0
Less porn and more whore houses. That should sort out their incel gunmen.,17442,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 3, ""1"": 2}}",4,,,,,,,,,0
@MarioAndretti You're the greatest Sir! Have a wonderful weekend.,22235,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""1"": 4, ""0"": 1}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",1,,,,,,,,,0
"The US is bombing 8 countries around the world, but it's the victim lmao",41251,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""3"": 3, ""4"": 2}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",3,,,,,,,,,0
That's why he is our thala Dhoni,49563,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""1"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",1,,,,,,,,,0
@yummyleika bitch same especially one dumb bitch,32646,claude-haiku-4-5-20251001_mono,"{""sentiment"": {""4"": 4, ""3"": 1}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 4, ""1"": 1}}",4,,,,,,,,,0
