text,comment_id,annotator_id,vote_distributions,sentiment,respect,insult,humiliate,status,dehumanize,violence,genocide,attack_defend,hatespeech
Our people are brainwashed to believe in the devils children not our people,43493,gpt-5_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""1"": 4, ""2"": 1}}",4,,,,,,,,,1
"Wow, what a fucking disgusting cunt.",8565,gpt-5_mono,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 3}, ""insult"": {""4"": 3}, ""humiliate"": {""4"": 3}, ""status"": {""3"": 1, ""4"": 2}, ""dehumanize"": {""3"": 3}, ""violence"": {""0"": 3}, ""genocide"": {""0"": 3}, ""attack_defend"": {""4"": 3}, ""hatespeech"": {""2"": 5}}",4,4.0,4.0,4.0,4.0,3.0,0.0,0.0,4.0,2
You have a beautiful pussy and you're so sexy I would fuck you all day everyday,17550,gpt-5_mono,"{""sentiment"": {""1"": 4, ""4"": 1}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",1,,,,,,,,,0
Why are you such degenerate fucks?,401,gpt-5_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
"@gabeten You may be proud to have a gold digging, racist, ex-porn actress representing you... But, I'm thoroughly embarrassed 😩",24451,gpt-5_mono,"{""sentiment"": {""4"": 5}, ""respect"": {""3"": 1, ""4"": 3}, ""insult"": {""4"": 3, ""3"": 1}, ""humiliate"": {""3"": 4}, ""status"": {""3"": 3, ""2"": 1}, ""dehumanize"": {""0"": 4}, ""violence"": {""0"": 4}, ""genocide"": {""0"": 4}, ""attack_defend"": {""3"": 2, ""4"": 2}, ""hatespeech"": {""2"": 1, ""0"": 4}}",4,4.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,0
@TheibbyV1 Nah fuck that hoe,29194,gpt-5_mono,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 1}, ""insult"": {""4"": 1}, ""humiliate"": {""3"": 1}, ""status"": {""3"": 1}, ""dehumanize"": {""1"": 1}, ""violence"": {""0"": 1}, ""genocide"": {""0"": 1}, ""attack_defend"": {""4"": 1}, ""hatespeech"": {""2"": 5}}",4,4.0,4.0,3.0,3.0,1.0,0.0,0.0,4.0,2
wrixst hOeS mAd,48880,gpt-5_mono,"{""sentiment"": {""4"": 3, ""3"": 2}, ""respect"": {""4"": 2}, ""insult"": {""4"": 2}, ""humiliate"": {""3"": 2}, ""status"": {""3"": 2}, ""dehumanize"": {""1"": 2}, ""violence"": {""0"": 2}, ""genocide"": {""0"": 2}, ""attack_defend"": {""4"": 2}, ""hatespeech"": {""2"": 5}}",4,4.0,4.0,3.0,3.0,1.0,0.0,0.0,4.0,2
White supremacists are cowardly pussies URL,21822,gpt-5_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""2"": 5}}",4,,,,,,,,,2
plug your ass and keep it plugged!! Fuck your pussy... unplug your ass fill it with cum and plug it again... repeat and then send you back with all that cum inside your ass!!,9700,gpt-5_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
couldnt find no love went too da bank trending topic jimbozoe droppin all dese jewels like a natzi,29334,gpt-5_mono,"{""sentiment"": {""3"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",3,,,,,,,,,0
Have fun giving birth to a baby that someone impregnated you by raping you,170,gpt-5_mono,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
THE ULTIMATE CUCKOLD QUEEN - I FILL MY SLAVE'S STOMACH FULL OF THICK CUM : GANGBANG AND MULTIPLE CUM LOADS EATING CUCKOLD HUMILIATION URL #CUCKOLDING #Clips4Sale URL,20179,gpt-5_mono,"{""sentiment"": {""4"": 3, ""3"": 2}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
I wish people should have to be granted a license in order to procreate,4287,gpt-5_mono,"{""sentiment"": {""3"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",3,,,,,,,,,0
Less porn and more whore houses. That should sort out their incel gunmen.,17442,gpt-5_mono,"{""sentiment"": {""4"": 5}, ""respect"": {""3"": 1}, ""insult"": {""3"": 1}, ""humiliate"": {""3"": 1}, ""status"": {""3"": 1}, ""dehumanize"": {""0"": 1}, ""violence"": {""0"": 1}, ""genocide"": {""0"": 1}, ""attack_defend"": {""3"": 1}, ""hatespeech"": {""0"": 2, ""2"": 3}}",4,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,2
@MarioAndretti You're the greatest Sir! Have a wonderful weekend.,22235,gpt-5_mono,"{""sentiment"": {""0"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",0,,,,,,,,,0
"The US is bombing 8 countries around the world, but it's the victim lmao",41251,gpt-5_mono,"{""sentiment"": {""4"": 4, ""3"": 1}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
That's why he is our thala Dhoni,49563,gpt-5_mono,"{""sentiment"": {""1"": 4, ""0"": 1}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",1,,,,,,,,,0
@yummyleika bitch same especially one dumb bitch,32646,gpt-5_mono,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 1}, ""insult"": {""4"": 1}, ""humiliate"": {""3"": 1}, ""status"": {""3"": 1}, ""dehumanize"": {""3"": 1}, ""violence"": {""0"": 1}, ""genocide"": {""0"": 1}, ""attack_defend"": {""4"": 1}, ""hatespeech"": {""2"": 5}}",4,4.0,4.0,3.0,3.0,3.0,0.0,0.0,4.0,2
