text,comment_id,annotator_id,vote_distributions,sentiment,respect,insult,humiliate,status,dehumanize,violence,genocide,attack_defend,hatespeech
This is a problem easily solved with forced labor camps. They could actually work and benefit the US instead of stealing welfare and committing crimes and murders here. URL,22043,deepseek-v4-flash_modu,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 4}, ""insult"": {""4"": 4}, ""humiliate"": {""4"": 4}, ""status"": {""4"": 4}, ""dehumanize"": {""4"": 4}, ""violence"": {""4"": 4}, ""genocide"": {""1"": 4}, ""attack_defend"": {""4"": 4}, ""hatespeech"": {""2"": 5}}",4,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2
"And I thought I was going to hell for punching those orphans. They had it coming though. Thank god, now I know I'm going to heaven",11055,deepseek-v4-flash_modu,"{""sentiment"": {""4"": 3, ""3"": 2}, ""respect"": {""4"": 3}, ""insult"": {""4"": 3}, ""humiliate"": {""4"": 3}, ""status"": {""4"": 3}, ""dehumanize"": {""0"": 3}, ""violence"": {""4"": 3}, ""genocide"": {""0"": 3}, ""attack_defend"": {""4"": 3}, ""hatespeech"": {""0"": 5}}",4,4.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0
@BeauStead @roddreher Do you have any limiting principles on immigration?,31609,deepseek-v4-flash_modu,"{""sentiment"": {""2"": 5}, ""respect"": {""2"": 4}, ""insult"": {""0"": 4}, ""humiliate"": {""0"": 4}, ""status"": {""2"": 4}, ""dehumanize"": {""0"": 4}, ""violence"": {""0"": 4}, ""genocide"": {""0"": 4}, ""attack_defend"": {""2"": 4}, ""hatespeech"": {""0"": 5}}",2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
@robertjeffress @realDonaldTrump These are not the words of a true man of God. Jesus was kind to the poor and less fortunate. Jesus wouldn't want this hate being preached. He wouldn't want murder. #EnoughIsEnoughStopTheHate it's time for false men of God to resign.,38265,deepseek-v4-flash_modu,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
She needs a real dick to stretch her out,15023,deepseek-v4-flash_modu,"{""sentiment"": {""4"": 4, ""3"": 1}, ""respect"": {""4"": 4}, ""insult"": {""4"": 4}, ""humiliate"": {""4"": 4}, ""status"": {""4"": 4}, ""dehumanize"": {""3"": 3, ""4"": 1}, ""violence"": {""0"": 2, ""1"": 2}, ""genocide"": {""0"": 4}, ""attack_defend"": {""4"": 4}, ""hatespeech"": {""0"": 3, ""1"": 2}}",4,4.0,4.0,4.0,4.0,3.0,0.0,0.0,4.0,0
You have a beautiful pussy and you're so sexy I would fuck you all day everyday,17550,deepseek-v4-flash_modu,"{""sentiment"": {""0"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",0,,,,,,,,,0
Why are you such degenerate fucks?,401,deepseek-v4-flash_modu,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 3, ""1"": 2}}",4,,,,,,,,,0
"@gabeten You may be proud to have a gold digging, racist, ex-porn actress representing you... But, I'm thoroughly embarrassed 😩",24451,deepseek-v4-flash_modu,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 4, ""1"": 1}}",4,,,,,,,,,0
wrixst hOeS mAd,48880,deepseek-v4-flash_modu,"{""sentiment"": {""3"": 3, ""4"": 2}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""2"": 2, ""1"": 3}}",3,,,,,,,,,1
"#EU will pay heavy price for not only ignoring but also profiting from gross #humanrights abuses by its trade partner, the armed thugs #IRGC in Iran. Just wait for your karma!! #SaveArash #FreeArash #FreeNarges #FreeNazanin #Taheri_Movement #Iran #UK #Khamenei #Mogherini #Germany URL",35131,deepseek-v4-flash_modu,"{""sentiment"": {""4"": 5}, ""respect"": {""2"": 1, ""4"": 1, ""3"": 1}, ""insult"": {""0"": 2, ""3"": 1}, ""humiliate"": {""0"": 2, ""1"": 1}, ""status"": {""2"": 3}, ""dehumanize"": {""0"": 3}, ""violence"": {""0"": 1, ""1"": 2}, ""genocide"": {""0"": 3}, ""attack_defend"": {""2"": 3}, ""hatespeech"": {""0"": 5}}",4,3.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0
White supremacists are cowardly pussies URL,21822,deepseek-v4-flash_modu,"{""sentiment"": {""4"": 5}, ""respect"": {""3"": 1, ""4"": 3}, ""insult"": {""1"": 1, ""4"": 3}, ""humiliate"": {""1"": 1, ""4"": 2, ""3"": 1}, ""status"": {""2"": 1, ""3"": 2, ""4"": 1}, ""dehumanize"": {""0"": 2, ""3"": 1, ""4"": 1}, ""violence"": {""0"": 4}, ""genocide"": {""0"": 4}, ""attack_defend"": {""3"": 1, ""2"": 1, ""4"": 2}, ""hatespeech"": {""2"": 3, ""0"": 2}}",4,4.0,4.0,4.0,3.0,0.0,0.0,0.0,4.0,2
plug your ass and keep it plugged!! Fuck your pussy... unplug your ass fill it with cum and plug it again... repeat and then send you back with all that cum inside your ass!!,9700,deepseek-v4-flash_modu,"{""sentiment"": {""4"": 4, ""3"": 1}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
couldnt find no love went too da bank trending topic jimbozoe droppin all dese jewels like a natzi,29334,deepseek-v4-flash_modu,"{""sentiment"": {""4"": 2, ""3"": 3}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""1"": 2, ""0"": 3}}",3,,,,,,,,,0
?? AIDS Means your desperate ass payed for a hooker and couldn't get his five fucking braincells to work and you forgot a condom,11451,deepseek-v4-flash_modu,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 1}, ""insult"": {""4"": 1}, ""humiliate"": {""4"": 1}, ""status"": {""4"": 1}, ""dehumanize"": {""1"": 1}, ""violence"": {""0"": 1}, ""genocide"": {""0"": 1}, ""attack_defend"": {""4"": 1}, ""hatespeech"": {""0"": 5}}",4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,0
Have fun giving birth to a baby that someone impregnated you by raping you,170,deepseek-v4-flash_modu,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""2"": 3, ""0"": 2}}",4,,,,,,,,,2
THE ULTIMATE CUCKOLD QUEEN - I FILL MY SLAVE'S STOMACH FULL OF THICK CUM : GANGBANG AND MULTIPLE CUM LOADS EATING CUCKOLD HUMILIATION URL #CUCKOLDING #Clips4Sale URL,20179,deepseek-v4-flash_modu,"{""sentiment"": {""4"": 3, ""1"": 1, ""3"": 1}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
I wish people should have to be granted a license in order to procreate,4287,deepseek-v4-flash_modu,"{""sentiment"": {""3"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",3,,,,,,,,,0
Less porn and more whore houses. That should sort out their incel gunmen.,17442,deepseek-v4-flash_modu,"{""sentiment"": {""3"": 1, ""4"": 4}, ""respect"": {""4"": 1}, ""insult"": {""4"": 1}, ""humiliate"": {""4"": 1}, ""status"": {""4"": 1}, ""dehumanize"": {""4"": 1}, ""violence"": {""0"": 1}, ""genocide"": {""0"": 1}, ""attack_defend"": {""4"": 1}, ""hatespeech"": {""2"": 2, ""1"": 2, ""0"": 1}}",4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,1
@MarioAndretti You're the greatest Sir! Have a wonderful weekend.,22235,deepseek-v4-flash_modu,"{""sentiment"": {""0"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",0,,,,,,,,,0
"The US is bombing 8 countries around the world, but it's the victim lmao",41251,deepseek-v4-flash_modu,"{""sentiment"": {""3"": 2, ""4"": 3}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",4,,,,,,,,,0
That's why he is our thala Dhoni,49563,deepseek-v4-flash_modu,"{""sentiment"": {""0"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",0,,,,,,,,,0
@yummyleika bitch same especially one dumb bitch,32646,deepseek-v4-flash_modu,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""2"": 2, ""1"": 3}}",4,,,,,,,,,1
