,index,annotator,severity,rater_type
205,205,3403,-0.27555545239242996,Human
206,206,3442,3.137809845297152,Human
207,207,3457,0.31805085946859624,Human
208,208,3473,-0.8063262891225035,Human
209,209,3544,2.9509336412363716,Human
210,210,3610,2.649440870654698,Human
211,211,3617,0.14375684698151647,Human
212,212,3618,-2.062916473009225,Human
213,213,3622,1.1750622260379677,Human
214,214,3635,1.6361816108147453,Human
215,215,3674,0.588562212149307,Human
216,216,3677,1.5299607093017322,Human
217,217,3708,2.1483128306915313,Human
218,218,3718,-2.0940191546440357,Human
219,219,3749,-0.43512312162345435,Human
220,220,3762,-1.2937652490110971,Human
221,221,377,-0.5835996700355661,Human
222,222,3784,-0.9478289696371449,Human
223,223,3786,-0.5066967337500913,Human
224,224,3801,0.4058274356623015,Human
225,225,3834,1.9692506347123337,Human
226,226,3840,1.547206346026054,Human
227,227,3874,3.1826348268713813,Human
228,228,3897,-0.7155787392454606,Human
229,229,3922,-1.9762299886568622,Human
230,230,3946,2.0579828306297108,Human
231,231,3997,0.5855888517538701,Human
232,232,4085,-0.4299144035957909,Human
233,233,4089,-0.037958726698459344,Human
234,234,4163,2.296390799548419,Human
235,235,4166,-0.7624439954588109,Human
236,236,4219,3.3566555161887983,Human
237,237,4225,-0.9869326807890693,Human
238,238,4264,-2.2100534955485096,Human
239,239,4287,1.462677173210191,Human
240,240,4328,0.16578997104284743,Human
241,241,4338,2.5145169024688645,Human
242,242,4339,-1.6496523646366126,Human
243,243,4340,-1.1873294708159936,Human
244,244,4344,3.0886410349832705,Human
245,245,4348,-0.5921254435715286,Human
246,246,4361,-1.8188719053872107,Human
247,247,4374,2.22197344121959,Human
248,248,4408,0.773825257573143,Human
249,249,444,-1.053146997465403,Human
250,250,4446,0.797390725303434,Human
251,251,4459,-0.06283347221370672,Human
252,252,4497,0.372854835171325,Human
253,253,4526,2.7318480769046625,Human
254,254,4527,-0.20750403791520422,Human
255,255,4537,-2.2358715455904967,Human
256,256,4553,1.4805274265751713,Human
257,257,458,-0.47197001329664245,Human
258,258,4600,-0.6481971413324287,Human
259,259,4604,-0.7625951094093589,Human
260,260,4619,0.34722431013758404,Human
261,261,4637,-0.04411863226620927,Human
262,262,464,2.0764526107630594,Human
263,263,4646,2.420462357163326,Human
264,264,4655,-2.0615541972077502,Human
265,265,4658,-0.8916482247376001,Human
266,266,4678,-0.5525926037433322,Human
267,267,4687,-0.9960243407357967,Human
268,268,4721,2.5722459233096355,Human
269,269,4731,0.18060569582886976,Human
270,270,4736,-0.2935839105053826,Human
271,271,4764,1.4255853437206543,Human
272,272,4785,-2.1075089717479747,Human
273,273,4792,-1.40314644126161,Human
274,274,4807,-0.1335928126540491,Human
275,275,4835,2.3864483188573784,Human
276,276,4840,-0.7028134085519648,Human
277,277,4852,0.9092006355944611,Human
278,278,4868,-2.2383492003265375,Human
279,279,4879,-1.9725381841553444,Human
280,280,4880,-0.6873994873175321,Human
281,281,4903,2.1493006573658695,Human
282,282,4947,-1.5572571964216868,Human
283,283,4994,1.0999082623201268,Human
284,284,5056,0.7612515135068907,Human
285,285,5057,-1.9869577989100453,Human
286,286,5062,-0.5200746745101865,Human
287,287,5070,0.38573078036497965,Human
288,288,5074,-1.174103734547435,Human
289,289,5075,3.205473809757585,Human
290,290,5079,0.4349467343282616,Human
291,291,5083,2.8027974537548213,Human
292,292,5090,3.02160132334146,Human
293,293,5099,-2.106939066718051,Human
294,294,5109,-2.136500011921548,Human
295,295,5126,-2.2224932999603118,Human
296,296,5130,-0.8868289918706697,Human
297,297,5134,-2.205479709424108,Human
298,298,5139,-0.2930033451428039,Human
299,299,5156,-0.7756980835249117,Human
300,300,5157,-1.680307355348937,Human
301,301,5168,-0.7643545577528382,Human
302,302,5181,2.0542215672184705,Human
303,303,5186,-1.382461141083493,Human
304,304,5198,-2.0923865567648843,Human
305,305,5238,1.7510944797470798,Human
306,306,5245,-1.9656486805756195,Human
307,307,5249,0.6205630354616398,Human
308,308,5292,1.40964625359775,Human
309,309,531,-1.236731469389513,Human
310,310,5320,-0.370918847757989,Human
311,311,5340,0.12684655232761854,Human
312,312,536,1.2790171247612656,Human
313,313,5365,1.1750622260379677,Human
314,314,5376,0.3872975050197607,Human
315,315,5387,-0.7994085636081538,Human
316,316,5447,-2.032567502645951,Human
317,317,546,2.3933599931308214,Human
318,318,5461,-2.220542914096325,Human
319,319,5506,1.9617261605059528,Human
320,320,5508,1.7068850490606577,Human
321,321,5516,0.6349382246136812,Human
322,322,5519,-2.290582501053795,Human
323,323,5521,-0.7194793361871973,Human
324,324,5522,1.4975625161553905,Human
325,325,5523,-1.0509413166577344,Human
326,326,5537,0.11814839321336756,Human
327,327,555,-0.2923208929786836,Human
328,328,5566,2.6513174306846823,Human
329,329,56,2.7234635924301775,Human
330,330,5648,-1.230097639324251,Human
331,331,5651,-0.2798858684664738,Human
332,332,5690,2.783739200881663,Human
333,333,5712,2.6676440753474635,Human
334,334,5752,1.1750622260379677,Human
335,335,5754,-0.15248720745608746,Human
336,336,5766,-1.4613656987009436,Human
337,337,5770,0.036703620677592586,Human
338,338,5782,1.9648348250515164,Human
339,339,5801,1.3338259700684285,Human
340,340,5815,-2.1236779474280505,Human
341,341,5832,2.2072857818104827,Human
342,342,5857,0.2813436490692445,Human
343,343,5860,-0.0067063900467061455,Human
344,344,5902,3.0844879561665977,Human
345,345,5924,-0.3196161582885354,Human
346,346,5941,1.7238727670614449,Human
347,347,5944,-1.031022461252208,Human
348,348,5958,-2.2644300409986444,Human
349,349,5978,-1.8751396120860013,Human
350,350,6,-0.4095455400234267,Human
351,351,6022,-2.149024610073325,Human
352,352,6047,-2.289399497538517,Human
353,353,6052,0.5436674297887978,Human
354,354,6061,-0.5833078234051866,Human
355,355,6068,2.478808264425413,Human
356,356,6077,-1.927239931825513,Human
357,357,6080,0.2844593636184882,Human
358,358,609,-1.746333808243747,Human
359,359,6090,-0.737118636536999,Human
360,360,6095,2.8336316674296675,Human
361,361,6137,-2.021110478135813,Human
362,362,6166,-1.9080496739450503,Human
363,363,6177,-0.3245076380442843,Human
364,364,6225,1.1750622260379677,Human
365,365,6226,-0.6766370571078427,Human
366,366,6228,-0.25771212242502606,Human
367,367,623,-0.42293920154728193,Human
368,368,6249,0.28812884451171894,Human
369,369,6256,-0.4389736722723373,Human
370,370,6263,-1.7614465904902565,Human
371,371,6271,0.35918356349903724,Human
372,372,6273,-0.00776157040875769,Human
373,373,6316,-0.5571548903435671,Human
374,374,6319,-1.4909757734423132,Human
375,375,6336,1.3621291491066188,Human
376,376,6346,-1.7470302219469693,Human
377,377,6354,-1.2065637541540464,Human
378,378,6386,1.7112779947703907,Human
379,379,6410,3.072989978360032,Human
380,380,6433,2.1323252696276658,Human
381,381,6450,2.692265931377589,Human
382,382,6471,-0.8018162492430985,Human
383,383,648,-0.7381380343449915,Human
384,384,6502,2.204611767389438,Human
385,385,6552,0.38871187201420154,Human
386,386,658,0.7204698259083047,Human
387,387,6593,2.3908894812589203,Human
388,388,6608,-2.178477983698447,Human
389,389,6612,-0.0024840536513135447,Human
390,390,6619,1.651010639104922,Human
391,391,6634,-2.275799471679963,Human
392,392,6637,-0.6833228717715307,Human
393,393,6642,0.05777442052844339,Human
394,394,669,0.21550410547611176,Human
395,395,6699,0.6415101318272525,Human
396,396,6701,-0.6995300974617279,Human
397,397,6707,2.4225679404096265,Human
398,398,6719,-2.288306345200968,Human
399,399,6743,3.096798356297474,Human
400,400,6794,-0.702619713769656,Human
401,401,6806,2.7813399170194923,Human
402,402,6811,1.1831487072373592,Human
403,403,6859,-1.3982802365010998,Human
404,404,6908,-0.542946443595139,Human
405,405,692,-0.5939148150023745,Human
406,406,6927,-1.200415491324137,Human
407,407,6928,0.34040403529716,Human
408,408,6950,0.7445493802402743,Human
409,409,7018,1.617753676155304,Human
410,410,7021,-0.9536614144600977,Human
411,411,7023,-2.021110478135813,Human
412,412,7027,-0.4333499159921823,Human
413,413,704,2.7044169257868873,Human
414,414,707,-0.4405076884265535,Human
415,415,7075,-0.07873303780624141,Human
416,416,7080,3.395697539224165,Human
417,417,7081,2.5677281612720693,Human
418,418,7101,-0.9554082867656681,Human
419,419,7112,1.2823886887885216,Human
420,420,7127,-1.02370758700664,Human
421,421,7131,-0.20345080532082616,Human
422,422,7144,1.5643710727870845,Human
423,423,7167,0.8876044585360805,Human
424,424,7170,2.0563818241615595,Human
425,425,7194,-1.2821770387474658,Human
426,426,7203,-2.267410047554446,Human
427,427,722,-0.7206032833462449,Human
428,428,7238,-2.094110490661631,Human
429,429,724,-1.7379728232305187,Human
430,430,7244,-1.9144933815905443,Human
431,431,7247,-0.5981550881136775,Human
432,432,7279,-0.031625065823086995,Human
433,433,7350,0.7324007942215023,Human
434,434,7379,0.22699077134083412,Human
435,435,7382,-1.7163217252730223,Human
436,436,7396,1.1750622260379677,Human
437,437,7413,-1.5344951007169692,Human
438,438,7423,-1.8747056389668137,Human
439,439,7505,0.33716739280925356,Human
440,440,7517,-2.223004966242879,Human
441,441,7524,-1.4031361338861186,Human
442,442,753,2.615819900429056,Human
443,443,7545,-0.5284310387495982,Human
444,444,7596,1.7150341534837088,Human
445,445,7619,-2.191544678772737,Human
446,446,7628,0.10548473225720434,Human
447,447,7633,0.9897051122345941,Human
448,448,7642,1.1750622260379677,Human
449,449,7717,1.4698486338417023,Human
450,450,7741,-1.4417016374509695,Human
451,451,7765,-0.9029647203571538,Human
452,452,7772,-0.4925994928621529,Human
453,453,7776,1.1463919354416545,Human
454,454,7785,0.5601857925843778,Human
455,455,7845,-0.7191105872440688,Human
456,456,785,2.5871582170301233,Human
457,457,7858,1.5481362361724724,Human
458,458,7861,-0.2868815359650747,Human
459,459,7898,2.1291102547593743,Human
460,460,7936,-1.5789372210528942,Human
461,461,7972,1.8233001359476522,Human
462,462,7975,1.1750622260379677,Human
463,463,8015,0.38022744518294016,Human
464,464,8048,-1.41152308374612,Human
465,465,8089,1.5645007047594557,Human
466,466,809,-0.2714431411979581,Human
467,467,8115,-0.5934671311242057,Human
468,468,8134,-2.2932215910793885,Human
469,469,815,1.484704594654623,Human
470,470,817,0.7393000561196035,Human
471,471,8178,0.7510495208226258,Human
472,472,8195,-2.148212743781761,Human
473,473,8197,1.4843642801747474,Human
474,474,8284,-2.221481706455578,Human
475,475,829,-0.16681440215118304,Human
476,476,8306,0.3280061029261607,Human
477,477,8353,-0.7290429814996008,Human
478,478,8409,-2.0640983352969906,Human
479,479,8413,-1.7927688953642318,Human
480,480,8423,1.0006961065196351,Human
481,481,8444,0.15793285364929566,Human
482,482,8462,0.7562197733063301,Human
483,483,8475,0.4315110159946389,Human
484,484,8489,1.1750622260379677,Human
485,485,851,2.1153894191762976,Human
486,486,8512,0.18926371481176085,Human
487,487,8520,-0.9465465601565723,Human
488,488,853,-1.9170475033443313,Human
489,489,857,-0.04717327084852396,Human
490,490,858,0.2698877918502618,Human
491,491,8588,-1.58425316697183,Human
492,492,8597,-0.08388094293952109,Human
493,493,8599,-0.35961052488454426,Human
494,494,8607,1.2196534447151028,Human
495,495,8615,-2.066681535125399,Human
496,496,8665,-2.2114170406862357,Human
497,497,8687,0.148682088143965,Human
498,498,872,-0.7234623906219287,Human
499,499,8730,0.9559207987814113,Human
500,500,8732,-0.7189079638047859,Human
501,501,8744,-0.08963477070093884,Human
502,502,8767,1.3564159531162263,Human
503,503,8770,1.0735928240201813,Human
504,504,8790,-1.6741963056537386,Human
505,505,8792,-2.1379073977351,Human
506,506,8798,-0.8463657679937331,Human
507,507,8815,-2.01744771917817,Human
508,508,8823,-0.5397962635951682,Human
509,509,8824,0.2675295431803164,Human
510,510,8900,1.506794920118428,Human
511,511,8919,-1.3616760530046192,Human
512,512,8923,-0.8697519453572304,Human
513,513,8940,-0.2897917364909137,Human
514,514,8979,1.8609576630882863,Human
515,515,8992,-0.3806340260856531,Human
516,516,8995,-0.22365138275831042,Human
517,517,9016,3.4962875471051955,Human
518,518,9026,-0.2014560332190296,Human
519,519,9061,-0.7055665374880192,Human
520,520,9072,-1.617091149564949,Human
521,521,9077,0.30518739574671194,Human
522,522,9092,0.856312943739107,Human
523,523,9149,1.6472605099354343,Human
524,524,9154,3.0089415054839517,Human
525,525,9156,-2.008670368963068,Human
526,526,9169,1.5386842497281397,Human
527,527,9176,2.8522487547915354,Human
528,528,9218,-0.8648212290362566,Human
529,529,922,-2.1185514925251514,Human
530,530,9222,-2.041569531659338,Human
531,531,9229,-1.096089180978097,Human
532,532,9231,2.586520110573584,Human
533,533,928,-1.45550428914638,Human
534,534,9287,-2.3654293246885274,Human
535,535,9291,-1.3866139582192958,Human
536,536,9296,-2.2029207804940407,Human
537,537,9299,1.3394575700868467,Human
538,538,9301,0.046651657166601135,Human
539,539,9308,-0.5802335726316465,Human
540,540,9309,1.5128992882707737,Human
541,541,9311,0.6923631182872503,Human
542,542,9326,1.1197183453615576,Human
543,543,9351,-2.2889571259530355,Human
544,544,9407,-0.47426224087593327,Human
545,545,9417,1.312967229466617,Human
546,546,9445,-0.6916745319865168,Human
547,547,9455,2.479839182243734,Human
548,548,9473,2.7861713034313444,Human
549,549,9483,2.444518617718879,Human
550,550,9487,-1.2059442871011254,Human
551,551,9496,-2.14868386786761,Human
552,552,9508,-0.7320675564753009,Human
553,553,9528,-0.8983516910520507,Human
554,554,9536,1.3840097008489776,Human
555,555,9539,-0.4794825176414109,Human
556,556,9589,1.044010530709213,Human
557,557,9595,1.014173700586918,Human
558,558,9614,-0.8137738426394834,Human
559,559,9639,-1.2279954803425477,Human
560,560,9670,0.6877493554805421,Human
561,561,9690,-0.5787401163510414,Human
562,562,9694,-2.1776276728140003,Human
563,563,9696,1.292894423109998,Human
564,564,9723,-1.8841148122227214,Human
565,565,9729,0.7792189440812411,Human
566,566,9747,-2.111756516409872,Human
567,567,9758,-2.1261087044029585,Human
568,568,9775,0.18708755124457488,Human
569,569,9820,-0.7429184198533716,Human
570,570,9843,-1.4463154703232548,Human
571,571,9848,-0.3414730947841649,Human
572,572,9869,2.8556196877757296,Human
573,573,9882,-0.09550679219185088,Human
574,574,989,-1.58425316697183,Human
575,575,9896,0.8053236495377603,Human
576,576,9902,-0.005700642906736109,Human
577,577,9914,1.4715171644124385,Human
578,578,9916,-1.0928922855997565,Human
579,579,9928,0.0684546782046056,Human
580,580,9971,-0.44764090411609625,Human
581,581,9982,-0.7427576393014064,Human
582,582,deepseek-v4-flash_modu_no_slur,-0.8410911823913315,deepseek_modu
583,583,deepseek-v4-flash_mono_no_slur,-0.3422718450030676,deepseek_mono
584,584,gemini_modu,-1.218532710852555,gemini_modu
585,585,gemini_mono,-0.4691606967346158,gemini_mono
